# Z, U , V, u2, v2, w2 
0.0,0.3771626297577855,0.06978530284517365,0.00383983903420523,0.0008181732663694753,5.692205417982474e-05
0.005025125628140704,0.45401128231369325,0.0734078842458057,0.003855016695958582,0.0008195738583266855,5.545815664568462e-05
0.010050251256281407,0.530859934869601,0.07703046564643776,0.004564482436186094,0.0009856100300176926,0.00014853068065327302
0.01507537688442211,0.5707060388447425,0.08065304704706981,0.004621800704799831,0.0011337841259904651,0.00022150369215073734
0.020100502512562814,0.6095573020813413,0.08427562844770187,0.004419713915242344,0.00124785409344624,0.0003084505253968218
0.02512562814070352,0.6303477911735463,0.087240356083086,0.0040061010223865845,0.0013367687955355828,0.00043142463911577264
0.03015075376884422,0.6417586517045751,0.087240356083086,0.0037657829930079515,0.0013736288473862235,0.0005465666899417694
0.035175879396984924,0.6531695122356039,0.087240356083086,0.0034855033547000398,0.0013961414116628159,0.0006378401395288652
0.04020100502512563,0.6645803727666328,0.087240356083086,0.0033315728668083175,0.0014068842122962827,0.0006899651433522702
0.04522613065326633,0.6759912332976616,0.087240356083086,0.003130047979688749,0.0013956484276251976,0.000711648752203777
0.05025125628140704,0.6874020938286904,0.087240356083086,0.0030071758805850102,0.0013808026060662764,0.0007103392035914257
0.05527638190954774,0.6970567549596208,0.087240356083086,0.0028497757954640598,0.0013680778452134453,0.0007452841717057697
0.06030150753768844,0.7024155498888068,0.087240356083086,0.002764104089119702,0.0013547652971509037,0.0008008971429582135
0.06532663316582915,0.7077743448179928,0.08684868457022993,0.0026417223425007517,0.0013388044486905802,0.0007921692508728419
0.07035175879396985,0.7131331397471787,0.08643812534482496,0.002551108197362245,0.001322843600230257,0.0007461042100214184
0.07537688442211056,0.7184919346763647,0.08602756611942,0.002491830718820635,0.0013077090872903902,0.000705309060643456
0.08040201005025126,0.7238507296055506,0.08561700689401502,0.002440068551245457,0.0012928167312021318,0.0007045512259817494
0.08542713567839195,0.7292095245347366,0.08520644766861006,0.0023831143719296437,0.0012769822679690325,0.0007037933913200426
0.09045226130653267,0.7345683194639225,0.08479588844320508,0.0023703141261949136,0.0012570999252498065,0.0007030660853493784
0.09547738693467336,0.7399271143931085,0.08438532921780012,0.002355550054804974,0.0012372175825305805,0.0007024365459658942
0.10050251256281408,0.7439395885555694,0.08397476999239514,0.002296743395136454,0.0012173352398113545,0.0007018070065824101
0.10552763819095477,0.747795793343321,0.08356421076699018,0.0022473978877832596,0.001204372675387236,0.0007011774671989259
0.11055276381909548,0.7516519981310728,0.08315365154158522,0.002226032484597192,0.0011917909236819283,0.0007069613067724281
