ZN
z, U, V, W uu uv uw vv vw ww 
0.0 2.465915446951306 0.4993121177300595 0.00012938251378058583 0.11372324901861229 0.015316662692331581 -4.262784455279758e-05 0.024987242839628016 -1.6085383721799015e-05 2.4020698550379986e-06 
1.036504465737039 2.884321416621206 0.5829407874683267 2.7027965213365875e-05 0.1590286798765275 0.022044142939096845 -0.0037549337323129744 0.03249646458688235 -0.0006198066628670584 0.00041564161410833115 
2.1103230922406118 3.18287415227173 0.6421274565138978 -6.333819532324903e-05 0.18860318227185222 0.027216707982466906 -0.009301829625721217 0.03868943697534017 -0.0015479934320900839 0.0019645022364562334 
3.2227991892983128 3.400396907093486 0.684902893540865 2.0471611297490923e-05 0.19440736088663738 0.028823137103474436 -0.013314254824134926 0.04418243267235061 -0.002175085654613094 0.004174385123256163 
4.375324425850091 3.5482108092010116 0.7139552557315157 -5.3262378100907835e-05 0.18307095303614693 0.02779852206028375 -0.01607242441809379 0.047874201972897094 -0.0025379386518588746 0.0069983032060852565 
5.569340570917734 3.6477213245799076 0.7337178513375239 3.5304492118359834e-06 0.16504118307761959 0.025627876100739657 -0.01752060774980266 0.04938714457088548 -0.0026805824880490993 0.010054549346011622 
6.806341297207812 3.71787085294083 0.7474683507712786 -3.874916089050743e-05 0.14718368165094917 0.02312650507927417 -0.018351654584997813 0.04941720232079326 -0.0027229275383376006 0.013170929036485167 
8.087874049644332 3.7705658003122453 0.7570842957862459 1.349652993126411e-05 0.1320468126965363 0.02064371523089626 -0.018772368317808062 0.04866135724518831 -0.0026953603473130116 0.0160144437621261 
9.415541981168568 3.812773385342178 0.7638152669056951 -1.952740478808584e-05 0.11994911334926814 0.018307312295421558 -0.01899700467073065 0.047556327864933315 -0.002626616812969914 0.01846737312769925 
10.791005958227675 3.848455916130544 0.7684995360586176 2.2937348712941854e-05 0.11045108906615834 0.016155780137009634 -0.019088248494849122 0.04633149722278178 -0.0025294167637846805 0.02043543624850632 
12.215986638460912 3.879924666978316 0.7717775993650459 -1.6943561536818326e-05 0.10297041970652296 0.01420177595288403 -0.019110896145742247 0.0450804182929026 -0.0024131840053390535 0.021949662929651174 
13.692266623182544 3.9085378772913097 0.7741175506970558 2.9654909763948106e-05 0.09694536485160529 0.01244517708614974 -0.019081560529870124 0.04385922301905609 -0.002284631757330645 0.023054925648570198 
15.221692687354155 3.9352115431985446 0.7758098655915171 -2.5682678613115174e-05 0.0920196403199259 0.010870710672760062 -0.019020464134493816 0.042684005176768985 -0.002147622705565146 0.02382146972780496 
16.806178089835942 3.960481044291307 0.7770128388734702 4.1104287246377175e-05 0.08794991949891244 0.009463831676090816 -0.018936426599084878 0.04157644684877113 -0.002005404480259835 0.02433043928616029 
18.447704966807077 3.9847354560154464 0.7778848014202552 -4.498516324615089e-05 0.08452161077676473 0.008208112323149363 -0.01883288384901733 0.04055910312875447 -0.001857730886586316 0.02463933544024224 
20.148326811349172 4.008195376696954 0.7785139006297985 5.990205129615904e-05 0.08158217447759254 0.007093434052807606 -0.018718097699254012 0.039610229523996544 -0.001708567186061617 0.024824506063351955 
21.91017104229478 4.030957248161368 0.7788948814051568 -7.483576363701067e-05 0.0790478408922727 0.006122977202264421 -0.018589800492843634 0.038745096651753436 -0.001556182249191514 0.02489594911888767 
23.735441665554436 4.053253973259079 0.7790409737804896 9.399221260752791e-05 0.07685565312028397 0.005249967300531833 -0.018453004935988598 0.037940726316596604 -0.0014018147140685661 0.024915284558713776 
25.626422031251433 4.075200114676401 0.7790060123595188 -0.00011899999685356713 0.07489949044077421 0.004432509903271955 -0.018300650008462385 0.03720326159967541 -0.0012437472033776965 0.024864208442874562 
27.585477690113525 4.096933520607609 0.7788541695403608 0.0001466245332597264 0.07310435463619011 0.003711001400247049 -0.01814504532387113 0.036496944179152786 -0.001085813307514767 0.024803264383184892 
29.61505935269465 4.118437971614986 0.7785193709164451 -0.00018145028016400112 0.07148534658544063 0.0030926805703519957 -0.0179733793398409 0.03583164029624734 -0.0009249293148050672 0.024684926398235767 
31.7177059551287 4.1397273375425385 0.7780083821312243 0.00021919415215192518 0.06999265387686701 0.002567837746543304 -0.017802071971969115 0.035162377863415126 -0.0007648310320544674 0.02459403204406423 
